scenario_name,scenario_id,split,motion_type,regularity,amplitude_level,frequency_level,seed,motion_profile_hash,samples,com_path_length_m,com_displacement_rms_m,com_displacement_max_m,com_speed_rms_m_s,rigid_rotation_rms_rad,rigid_rotation_max_rad,shape_change_rms_m,shape_change_max_m,shape_acceleration_rms_m_s2,rigid_translation_acceleration_rms_m_s2,rigid_rotation_acceleration_rms_m_s2,boundary_acceleration_rms_m_s2
id_combined_nominal,scenario-v1-02c35c2122aa1176,id,combined,quasiperiodic,nominal,nominal,20280804,0dd491ae966947ac067d0a267fce6ddda0a07fa2962e4aac092898d408552349,40,1.105106488122071,0.0999941981452939,0.22504115001202024,0.32735343979269155,0.9519158953745157,1.5603072538082339,0.1979404746612138,0.2272434845061306,40.881659494972354,1.911971774969312,0.983116233256571,0.0
id_rigid_nominal,scenario-v1-c2a0c1b78f01a60f,id,rigid,quasiperiodic,nominal,nominal,20280804,f36db28930243ac0be38adc54baf4f2d54903a320d90a74777b9ac6c7c15741a,40,0.11840558303602282,0.023420364840929176,0.03449923760556808,0.03382018281382718,0.1275169349795138,0.18668015811921884,0.006305682831368374,0.012640763109541256,0.0,0.30482125092990225,0.45596466214123826,0.0
id_shape_nominal_current,scenario-v1-e5735b4a1f4efd43,id,shape,quasiperiodic,nominal,nominal,20280804,4c635c839625cf2d9a4f479968a5c2e878342d37450a54784b1a4bbb9b9b6811,40,0.21031715037869214,0.07120877492253432,0.10508465149733075,0.061175866206944006,1.6315344509813139,2.589883688025975,0.1841433106577393,0.2281002803476449,41.632878716740095,0.0,0.0,0.0
id_static,scenario-v1-666a8051834ac583,id,static,regular,nominal,nominal,20280804,868838fbfd786155db3e30f8d5ce5f46bb1a83bfa532c99e1aa23a7e6eb97678,40,1.696333569823426e-06,8.015866171139882e-07,1.4105828384399492e-06,5.097736072574024e-07,2.3893731535699977e-07,2.5125369918839723e-07,1.1983874504682887e-07,1.2849383712692985e-07,0.0,0.0,0.0,0.0
